msg_id,user_id,user_nick_name,user_msg_count,user_points,user_level,topic,Company,message,Date,Time,msg_like_count,msg_reply_count,msg_repost_count,urlThread,urlTopic,NSE_current_price,NSE_price_change,NSE_price_change_percentage,BSE_current_price,BSE_price_change,BSE_price_change_percentage,Post,sentiment,sentiment_score
112016252,LbsOPAJlQC,kamal20,124041,2842,0,Larsen,Larsen,after chandrayaan3 success landt to bet big on commercial satellite launch business after playing a crucial role in the chandrayaan3 mission larsen,2023-08-28,10:29:27,1,0,0,httpsmmbmoneycontrolcomforumtopicslarsenthreadmessage110216252112016252html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,after chandrayaan3 success landt to bet big on commercial satellite launch business after playing a crucial role in the chandrayaan3 mission larsen,positive,0.8375
112028016,msnnaseer,MSNMTW,50,22,0,Larsen,Larsen,Tomorrow gap up morning buy more buy,2023-08-28,22:13:18,3,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110228016112028016html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,Tomorrow gap up morning buy more buy,neutral,0.9
112020716,livelovelaugh,livelovelaugh,45445,37267,1,Larsen,Larsen,As per new buyback rules  price can be revised with quantity reduced till a day before record date  lof in 2 working days after record date  buyback to open within 4 days after this  will remain ope for 5 days,2023-08-28,13:31:39,1,1,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110197534112020716html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,As per new buyback rules  price can be revised with quantity reduced till a day before record date  lof in 2 working days after record date  buyback to open within 4 days after this  will remain ope for 5 days,neutral,0.7964
112020572,LbsOPAJlQC,kamal20,124041,2842,0,Larsen,Larsen,shares are up nearly 2 intraday This comes after the company received shareholder approval for a proposal to buyback shares of up to u20B910000 crore The company has set 12 September as the record date for its buyback The maximum price of the share buyback has been set as u20B93000 which is at a premium of 123 to the current market price,2023-08-28,13:23:43,0,0,0,httpsmmbmoneycontrolcomforumtopicslarsenthreadmessage110220572112020572html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,shares are up nearly 2 intraday This comes after the company received shareholder approval for a proposal to buyback shares of up to u20B910000 crore The company has set 12 September as the record date for its buyback The maximum price of the share buyback has been set as u20B93000 which is at a premium of 123 to the current market price,positive,0.9104
112016464,sameerbren19,SameerBren,70,48,0,Larsen,Larsen,How does buyback work Will stock price near 3000 before buyback or after buyback,2023-08-28,10:37:25,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110216464112016464html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,How does buyback work Will stock price near 3000 before buyback or after buyback,neutral,0.9339
112018236,LbsOPAJlQC,kamal20,124041,2842,0,Larsen,Larsen,company and also our letter dated august 25 2023 informing the stock exchanges that the shareholders have approved the buyback of equity shares by the company the company has fixed september 12 2023 as the record date for the purpose of determining the entitlement and the names of equity shareholders who are eligible to participate in the buyback,2023-08-28,11:47:32,0,0,0,httpsmmbmoneycontrolcomforumtopicslarsenthreadmessage110218236112018236html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,company and also our letter dated august 25 2023 informing the stock exchanges that the shareholders have approved the buyback of equity shares by the company the company has fixed september 12 2023 as the record date for the purpose of determining the entitlement and the names of equity shareholders who are eligible to participate in the buyback,neutral,0.9493
112018156,LbsOPAJlQC,kamal20,124041,2842,0,Larsen,Larsen,company has incorporated a new joint venture company  gh4india private limited on august 25 2023 gh4india private limited is formed for the purpose of development of green hydrogen and its derivatives including green ammonia methanol etc production assets and associated renewable assets through any model of ownership and operatorshipand 3333 of shares are held by the company,2023-08-28,11:44:11,0,0,0,httpsmmbmoneycontrolcomforumtopicslarsenthreadmessage110218156112018156html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,company has incorporated a new joint venture company  gh4india private limited on august 25 2023 gh4india private limited is formed for the purpose of development of green hydrogen and its derivatives including green ammonia methanol etc production assets and associated renewable assets through any model of ownership and operatorshipand 3333 of shares are held by the company,neutral,0.9467
112017332,LbsOPAJlQC,kamal20,124041,2842,0,Larsen,Larsen,buyback update september 12 set as record date for rs 10000 crore buyback,2023-08-28,11:09:37,0,0,0,httpsmmbmoneycontrolcomforumtopicslarsenthreadmessage110217332112017332html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,buyback update september 12 set as record date for rs 10000 crore buyback,neutral,0.8848
112018824,alipore8c,mistyman,19,6,0,Larsen,Larsen,it is good to go for buyback as profit will be tax free,2023-08-28,12:10:51,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110218824112018824html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2674.32763671875,41.47402813996314,1.575250063460642,2673.48681640625,40.18415886600587,1.5259984928409904,it is good to go for buyback as profit will be tax free,neutral,0.8381
112029398,Gg2suqvHgv,mk87,8,1,0,Larsen,Larsen,2760 ka level dekhne ko mil sakta h aaj I think so aap kya sochte h,2023-08-29,05:54:57,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110229398112029398html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2697.743408203125,8.880145722159796,0.3302565008071941,2695.364990234375,10.914216325728376,0.4065716694009972,2760 ka level dekhne ko mil sakta h aaj I think so aap kya sochte h,neutral,0.8735
112029848,shanti7015,shanti7015,5,2,0,Larsen,Larsen,share Buyback dt 12 September,2023-08-29,07:49:14,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110229848112029848html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2697.743408203125,8.880145722159796,0.3302565008071941,2695.364990234375,10.914216325728376,0.4065716694009972,share Buyback dt 12 September,neutral,0.9441
112029916,LbsOPAJlQC,kamal20,124041,2842,0,Larsen,Larsen,larsen and toubro fixes september 12 as record date for share buyback,2023-08-29,08:00:24,0,0,0,httpsmmbmoneycontrolcomforumtopicslarsenthreadmessage110229916112029916html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2697.743408203125,8.880145722159796,0.3302565008071941,2695.364990234375,10.914216325728376,0.4065716694009972,larsen and toubro fixes september 12 as record date for share buyback,neutral,0.9406
112029928,LbsOPAJlQC,kamal20,124041,2842,0,Larsen,Larsen,one of the key strategic objectives in lakshya 26 is to improve return on equity and maximize shareholder value,2023-08-29,08:01:30,0,0,0,httpsmmbmoneycontrolcomforumtopicslarsenthreadmessage110229928112029928html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2697.743408203125,8.880145722159796,0.3302565008071941,2695.364990234375,10.914216325728376,0.4065716694009972,one of the key strategic objectives in lakshya 26 is to improve return on equity and maximize shareholder value,positive,0.8577
112029932,LbsOPAJlQC,kamal20,124041,2842,0,Larsen,Larsen,on the objectives behind the move the company said it had formulated its lakshya 26 strategic plan in fy22,2023-08-29,08:01:45,0,0,0,httpsmmbmoneycontrolcomforumtopicslarsenthreadmessage110229932112029932html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2697.743408203125,8.880145722159796,0.3302565008071941,2695.364990234375,10.914216325728376,0.4065716694009972,on the objectives behind the move the company said it had formulated its lakshya 26 strategic plan in fy22,neutral,0.8718
112037562,UTBnspBqg3,SASHMITHUN,391,168,0,Larsen,Larsen,Broke 2708 Now way to 2755,2023-08-29,13:04:01,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110237562112037562html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2697.743408203125,8.880145722159796,0.3302565008071941,2695.364990234375,10.914216325728376,0.4065716694009972,Broke 2708 Now way to 2755,neutral,0.7805
112042166,dkgupta345,dkgupt,39,0,0,Larsen,Larsen,the share price may touch the buy back price in the coming days,2023-08-29,17:39:28,1,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110242166112042166html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2697.743408203125,8.880145722159796,0.3302565008071941,2695.364990234375,10.914216325728376,0.4065716694009972,the share price may touch the buy back price in the coming days,neutral,0.8115
112060422,f3uOSRIS4J,RUSHABHSHAH7860,30,1,0,Larsen,Larsen,dheeru bhai dont spread humour next day LT 2760 touch hoga confirm bro,2023-08-30,21:58:28,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110260422112060422html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2687.87109375,-13.841148214879013,-0.5123102305230233,2687.67529296875,-9.177863264849291,-0.3403175009227055,dheeru bhai dont spread humour next day LT 2760 touch hoga confirm bro,neutral,0.9308
112057636,Gg2suqvHgv,mk87,8,1,0,Larsen,Larsen,larsen kal 2767 touch jar sakta h so you can buy,2023-08-30,16:34:02,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockslarsenthreadmessage110257636112057636html,httpsmmbmoneycontrolcomforumtopicsstockslarsen4721html,2687.87109375,-13.841148214879013,-0.5123102305230233,2687.67529296875,-9.177863264849291,-0.3403175009227055,larsen kal 2767 touch jar sakta h so you can buy,neutral,0.9026
