msg_id,user_id,user_nick_name,user_msg_count,user_points,user_level,topic,Company,message,Date,Time,msg_like_count,msg_reply_count,msg_repost_count,urlThread,urlTopic,NSE_current_price,NSE_price_change,NSE_price_change_percentage,BSE_current_price,BSE_price_change,BSE_price_change_percentage,Post,sentiment,sentiment_score
112016312,teslaykwm,tesla24etf,877,685,0,Kotak Mahindra,Kotak Mahindra,target sussugest are 2000 and 2160 even considered some less then toonear by 1920 is achievable tgt with in 3 days  better to add and plan for good margin,2023-08-28,10:31:40,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110216312112016312html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,target sussugest are 2000 and 2160 even considered some less then toonear by 1920 is achievable tgt with in 3 days  better to add and plan for good margin,positive,0.8135
112028828,akshayabehera,sfhkll,301,257,0,Kotak Mahindra,Kotak Mahindra,KM looks strong in charts By the end of 2nd week it may reach 1900,2023-08-28,23:51:37,0,0,1,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110228828112028828html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,KM looks strong in charts By the end of 2nd week it may reach 1900,positive,0.8418
112028576,teslaykwm,tesla24etf,877,685,0,Kotak Mahindra,Kotak Mahindra,have potential to perform  nothing wrong with bank  NPA ARE WELL IN CONTROL PROFIT IS GOOD  NO REASON TO GO DOWN PROMOTER ARE GOOD  NEVER BEEN IN ANY UNEHTICAL BUSINESS  SO SURELY WILL ATTAIN THE TGTS OF 1900 AND 2100 THEN 2400,2023-08-28,23:14:53,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110228576112028576html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,have potential to perform  nothing wrong with bank  NPA ARE WELL IN CONTROL PROFIT IS GOOD  NO REASON TO GO DOWN PROMOTER ARE GOOD  NEVER BEEN IN ANY UNEHTICAL BUSINESS  SO SURELY WILL ATTAIN THE TGTS OF 1900 AND 2100 THEN 2400,neutral,0.485
112022234,shrahul91,TheTechnicalAnalyst,16174,7899,-1,Kotak Mahindra,Kotak Mahindra,Exclusive Kotak Bank expects RBI approval for Sonata Finance acquisition by,2023-08-28,14:31:28,0,0,1,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110222234112022234html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,Exclusive Kotak Bank expects RBI approval for Sonata Finance acquisition by,positive,0.7082
112025762,LbsOPAJlQC,kamal20,124041,2842,0,Kotak Mahindra,Kotak Mahindra,Kotak Bank expects RBI approval for Sonata Finance acquisition anytime in FY24,2023-08-28,18:35:51,0,0,1,httpsmmbmoneycontrolcomforumtopicskotakmahindrathreadmessage110225762112025762html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,Kotak Bank expects RBI approval for Sonata Finance acquisition anytime in FY24,neutral,0.7223
112026674,7qZi0L0PO5,LostMehta,14,9,0,Kotak Mahindra,Kotak Mahindra,No you shouldnt rather invest your money in kotak to recover losses personal View  Better to invest here in Kotak VALUE INVESTING ðŸ,2023-08-28,19:59:17,1,0,1,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110219886112026674html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,No you shouldnt rather invest your money in kotak to recover losses personal View  Better to invest here in Kotak VALUE INVESTING ðŸ,neutral,0.8883
112025766,LbsOPAJlQC,kamal20,124041,2842,0,Kotak Mahindra,Kotak Mahindra,The countryu2019s fourthlargest private sector bank bought the microfinance company on February 10 in a Rs 531 crore allcash deal seeking to provide a wider suite of products to its customers,2023-08-28,18:36:10,0,0,0,httpsmmbmoneycontrolcomforumtopicskotakmahindrathreadmessage110225766112025766html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,The countryu2019s fourthlargest private sector bank bought the microfinance company on February 10 in a Rs 531 crore allcash deal seeking to provide a wider suite of products to its customers,positive,0.7483
112017168,pMvSlUBHXr,PK83,160,11,0,Kotak Mahindra,Kotak Mahindra,most useless stock to consider can go down upto 1700 or more upto 1640,2023-08-28,11:03:55,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110217168112017168html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,most useless stock to consider can go down upto 1700 or more upto 1640,neutral,0.4962
112021246,Kfu6prS4dV,sanat4u,3,2,0,Kotak Mahindra,Kotak Mahindra,kotak bank reduce shear in MSCI index so next month down trend continues,2023-08-28,13:53:39,0,1,0,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110221246112021246html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,kotak bank reduce shear in MSCI index so next month down trend continues,negative,0.9306
112020212,rbVEloe1Gh,lolwut,90,1,0,Kotak Mahindra,Kotak Mahindra,Even a bera like me isnt shorting lotak anymore Risk to reward isnt there at all anymore Its sad but I think lotak will pump to 1900 in September,2023-08-28,13:09:11,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110219886112020212html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,Even a bera like me isnt shorting lotak anymore Risk to reward isnt there at all anymore Its sad but I think lotak will pump to 1900 in September,neutral,0.8909
112019886,vikramwadekar87,vicky8785,99,71,0,Kotak Mahindra,Kotak Mahindra,I have shorted 2 lots of future should I hold it or not please suggest,2023-08-28,12:56:21,0,2,0,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindrathreadmessage110219886112019886html,httpsmmbmoneycontrolcomforumtopicsstockskotakmahindra3441html,1788.389892578125,11.487409749547624,0.6464850975536537,1788.4359130859375,14.33423332207326,0.8079713516747907,I have shorted 2 lots of future should I hold it or not please suggest,neutral,0.9348
