msg_id,user_id,user_nick_name,user_msg_count,user_points,user_level,topic,Company,message,Date,Time,msg_like_count,msg_reply_count,msg_repost_count,urlThread,urlTopic,NSE_current_price,NSE_price_change,NSE_price_change_percentage,BSE_current_price,BSE_price_change,BSE_price_change_percentage,Post,sentiment,sentiment_score
112013486,GKfr7eMrQx,manju2526,55,19,0,TCS,TCS,i hope it will reach 3500 soon,2023-08-28,07:29:50,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockstcsthreadmessage110213486112013486html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.382080078125,-17.815004771978693,-0.5436049255119344,3266.0615234375,-10.693374610264982,-0.3263403868454095,i hope it will reach 3500 soon,neutral,0.5982
112025152,W3Q3KC5LBn,Teerth2005,30,2,0,TCS,TCS,Tomorrow TCS to go up by 2 Things are better now,2023-08-28,17:34:47,1,0,0,httpsmmbmoneycontrolcomforumtopicstcsthreadmessage110225152112025152html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.382080078125,-17.815004771978693,-0.5436049255119344,3266.0615234375,-10.693374610264982,-0.3263403868454095,Tomorrow TCS to go up by 2 Things are better now,positive,0.8121
112013612,W3Q3KC5LBn,Teerth2005,30,2,0,TCS,TCS,hello nehajee is there a scope for hdfc bank to again go back to 1700 in sep,2023-08-28,07:58:07,0,1,0,httpsmmbmoneycontrolcomforumtopicsstockstcsthreadmessage110204430112013612html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.382080078125,-17.815004771978693,-0.5436049255119344,3266.0615234375,-10.693374610264982,-0.3263403868454095,hello nehajee is there a scope for hdfc bank to again go back to 1700 in sep,neutral,0.7772
112013916,neha0103,neha0103,47584,18722,0,TCS,TCS,Good Morning sir HDCFC Bank is good for long term wealth creation support area will be around 1500 to 1530 levels Hope this helps,2023-08-28,08:44:54,2,1,0,httpsmmbmoneycontrolcomforumtopicsstockstcsthreadmessage110204430112013916html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.382080078125,-17.815004771978693,-0.5436049255119344,3266.0615234375,-10.693374610264982,-0.3263403868454095,Good Morning sir HDCFC Bank is good for long term wealth creation support area will be around 1500 to 1530 levels Hope this helps,neutral,0.6834
112014012,W3Q3KC5LBn,Teerth2005,30,2,0,TCS,TCS,Thanks Nehajee,2023-08-28,08:56:58,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockstcsthreadmessage110204430112014012html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.382080078125,-17.815004771978693,-0.5436049255119344,3266.0615234375,-10.693374610264982,-0.3263403868454095,Thanks Nehajee,neutral,0.7233
112029802,GKfr7eMrQx,manju2526,55,19,0,TCS,TCS,delivery percentage is very good yesterday it should 3500 today,2023-08-29,07:41:49,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockstcsthreadmessage110229802112029802html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.961181640625,-4.731510088555751,-0.1449297234175402,3268.625732421875,1.5482132608385657,0.0473883234100957,delivery percentage is very good yesterday it should 3500 today,positive,0.8678
112042986,mXJaj29NSL,vik35101,317,104,0,TCS,TCS,it will go down because it is not sustainable in higher level,2023-08-29,19:07:32,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockstcsthreadmessage110242986112042986html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.961181640625,-4.731510088555751,-0.1449297234175402,3268.625732421875,1.5482132608385657,0.0473883234100957,it will go down because it is not sustainable in higher level,negative,0.8879
112041272,W3Q3KC5LBn,Teerth2005,30,2,0,TCS,TCS,why TCS is flat since last few days Will it go up,2023-08-29,15:54:56,0,0,0,httpsmmbmoneycontrolcomforumtopicstcsthreadmessage110241272112041272html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.961181640625,-4.731510088555751,-0.1449297234175402,3268.625732421875,1.5482132608385657,0.0473883234100957,why TCS is flat since last few days Will it go up,neutral,0.8267
112029548,surinder9100,surinder78,690,549,0,TCS,TCS,today it will close up 3percent or more,2023-08-29,06:53:15,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockstcsthreadmessage110229548112029548html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.961181640625,-4.731510088555751,-0.1449297234175402,3268.625732421875,1.5482132608385657,0.0473883234100957,today it will close up 3percent or more,positive,0.6184
112031278,6701,6701,385,286,0,TCS,TCS,sell near 3395 to 3400 you will get it back at 3360 today,2023-08-29,09:29:40,0,0,0,httpsmmbmoneycontrolcomforumtopicsstockstcsthreadmessage110231278112031278html,httpsmmbmoneycontrolcomforumtopicsstockstcs148716html,3259.961181640625,-4.731510088555751,-0.1449297234175402,3268.625732421875,1.5482132608385657,0.0473883234100957,sell near 3395 to 3400 you will get it back at 3360 today,neutral,0.9225
