msg_id,user_id,user_nick_name,user_msg_count,user_points,user_level,topic,Company,message,Date,Time,msg_like_count,msg_reply_count,msg_repost_count,urlThread,urlTopic,NSE_current_price,NSE_price_change,NSE_price_change_percentage,BSE_current_price,BSE_price_change,BSE_price_change_percentage,Post,sentiment,sentiment_score
112013416,LVuQgMhDlm,marketspark,1365,805,0,ICICI Bank,ICICI Bank,all ce option people expected high premium on banks so all focus in bank stocks in expiry week let us see,2023-08-28,07:15:37,0,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110213416112013416html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,962.2660522460938,0.5948546141729594,0.0618563408821816,962.56591796875,0.3965505759408643,0.0412142175150927,all ce option people expected high premium on banks so all focus in bank stocks in expiry week let us see,neutral,0.9126
112025676,97tMpmV31V,hitt19targets,951,531,0,ICICI Bank,ICICI Bank,correction  look like on board first 1020 before came 945,2023-08-28,18:27:45,1,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110225676112025676html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,962.2660522460938,0.5948546141729594,0.0618563408821816,962.56591796875,0.3965505759408643,0.0412142175150927,correction  look like on board first 1020 before came 945,neutral,0.9184
112025640,97tMpmV31V,hitt19targets,951,531,0,ICICI Bank,ICICI Bank,Vicky aavs abe love 965 bhi break nahi kiya to log 945 main kaha se buy karenge dnt suggest ppl to buy call accordingly your mind  ab ye 1025 ke pahele 1045 aaje wala nahi hain,2023-08-28,18:24:01,0,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110225640112025640html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,962.2660522460938,0.5948546141729594,0.0618563408821816,962.56591796875,0.3965505759408643,0.0412142175150927,Vicky aavs abe love 965 bhi break nahi kiya to log 945 main kaha se buy karenge dnt suggest ppl to buy call accordingly your mind  ab ye 1025 ke pahele 1045 aaje wala nahi hain,neutral,0.8938
112013418,LVuQgMhDlm,marketspark,1365,805,0,ICICI Bank,ICICI Bank,all ce option people expected high premium on banks so all focus in bank stocks in expiry week let us see,2023-08-28,07:15:42,0,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110213418112013418html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,962.2660522460938,0.5948546141729594,0.0618563408821816,962.56591796875,0.3965505759408643,0.0412142175150927,all ce option people expected high premium on banks so all focus in bank stocks in expiry week let us see,neutral,0.9126
112020582,uUyx4Ba13b,StocksBest,849,22,0,ICICI Bank,ICICI Bank,europe has opened seems like longs are created by locals earlier in the day,2023-08-28,13:23:56,0,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110220582112020582html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,962.2660522460938,0.5948546141729594,0.0618563408821816,962.56591796875,0.3965505759408643,0.0412142175150927,europe has opened seems like longs are created by locals earlier in the day,neutral,0.8463
112021794,cX0Rv5MW9m,CDL,2678,1909,0,ICICI Bank,ICICI Bank,If Bank nifty go below 44500 then it will definitely go below 44300 EOD,2023-08-28,14:14:30,0,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110221794112021794html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,962.2660522460938,0.5948546141729594,0.0618563408821816,962.56591796875,0.3965505759408643,0.0412142175150927,If Bank nifty go below 44500 then it will definitely go below 44300 EOD,neutral,0.6885
112020306,jSa6W2pxtp,RAAAAK,61,4,0,ICICI Bank,ICICI Bank,hope too cool here in icici,2023-08-28,13:12:43,1,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110220306112020306html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,962.2660522460938,0.5948546141729594,0.0618563408821816,962.56591796875,0.3965505759408643,0.0412142175150927,hope too cool here in icici,neutral,0.8705
112034890,cX0Rv5MW9m,CDL,2678,1909,0,ICICI Bank,ICICI Bank,Sell ICICI Bank at current price,2023-08-29,11:21:14,0,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110234890112034890html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,959.4899291992188,-5.502616785876626,-0.5702237606674337,959.5419921875,-4.362480104563019,-0.4525842788330987,Sell ICICI Bank at current price,neutral,0.9426
112040846,uUyx4Ba13b,StocksBest,849,22,0,ICICI Bank,ICICI Bank,right now call options are very cheap due to expiry nearby perfect time to take chance of making too much at very less money or losing just a little Friday onwards they will again get very expensive,2023-08-29,15:28:22,1,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110240846112040846html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,959.4899291992188,-5.502616785876626,-0.5702237606674337,959.5419921875,-4.362480104563019,-0.4525842788330987,right now call options are very cheap due to expiry nearby perfect time to take chance of making too much at very less money or losing just a little Friday onwards they will again get very expensive,negative,0.8532
112046596,yourluck,ssvasan2005,3305,2117,1,ICICI Bank,ICICI Bank,has anyone received RS 8 dividend Its reflecting in broker back Office but not yet received in bank account,2023-08-30,07:19:09,0,0,0,httpsmmbmoneycontrolcomforumtopicsstocksicicibankthreadmessage110246596112046596html,httpsmmbmoneycontrolcomforumtopicsstocksicicibank6422html,950.7155151367188,-11.451405062926028,-1.1901682361465846,950.2222290039062,-9.865050647092175,-1.0275160244470922,has anyone received RS 8 dividend Its reflecting in broker back Office but not yet received in bank account,neutral,0.9285
